RunID,AgentID,EvacuationStep,EvacuationTime
run001,-1254458,28,8.40
run001,-1254780,30,9.00
run001,-1254360,31,9.30
run001,-1254640,31,9.30
run001,-1254710,31,9.30
run001,-1254220,32,9.60
run001,-1253982,34,10.21
run001,-1254556,34,10.21
run001,-1253954,36,10.81
run001,-1254598,36,10.81
run001,-1254024,38,11.41
run001,-1254430,40,12.01
run001,-1253968,48,14.41
run001,-1255178,7,2.10
run001,-1254982,10,3.00
run001,-1254968,12,3.61
run001,-1254940,13,3.90
run001,-1255094,13,3.90
run001,-1255472,13,3.90
run001,-1255612,13,3.90
run001,-1255108,14,4.20
run001,-1255416,14,4.20
run001,-1255514,14,4.20
run001,-1255136,15,4.50
run001,-1255570,15,4.50
run001,-1255150,16,4.80
run001,-1255206,16,4.80
run001,-1254870,17,5.10
run001,-1254884,17,5.10
run001,-1255038,17,5.10
run001,-1255304,17,5.10
run001,-1255346,17,5.10
run001,-1255388,17,5.10
run001,-1254926,18,5.41
run001,-1255066,18,5.41
run001,-1255164,18,5.41
run001,-1255234,18,5.41
run001,-1255248,18,5.41
run001,-1255332,18,5.41
run001,-1255430,18,5.41
run001,-1255010,20,6.00
run001,-1255528,20,6.00
run001,-1255542,20,6.00
run001,-1254912,21,6.30
run001,-1255290,21,6.30
run001,-1255500,21,6.30
run001,-1254954,22,6.60
run001,-1255458,22,6.60
run001,-1255486,22,6.60
run001,-1255276,23,6.90
run001,-1255402,23,6.90
run001,-1255556,23,6.90
run001,-1255052,25,7.50
run001,-1255262,25,7.50
run001,-1255584,25,7.50
run001,-1255626,25,7.50
run001,-1254814,27,8.11
run001,-1254856,27,8.11
run001,-1254828,28,8.41
run001,-1255318,29,8.70
run001,-1255444,29,8.70
run001,-1255122,30,9.00
run001,-1254996,32,9.60
run001,-1255192,32,9.60
run001,-1255220,32,9.60
run001,-1254842,35,10.50
run001,-1255360,35,10.50
run001,-1255374,35,10.50
run001,-1255598,35,10.50
run001,-1255024,36,10.81
run001,-1255080,37,11.10
run001,-1254800,38,11.40
run001,-1256080,7,2.10
run001,-1255786,10,3.01
run001,-1256136,10,3.01
run001,-1255716,12,3.60
run001,-1255898,12,3.60
run001,-1255940,13,3.90
run001,-1256066,13,3.90
run001,-1256178,13,3.90
run001,-1255660,14,4.20
run001,-1255912,14,4.20
run001,-1255758,15,4.51
run001,-1256332,15,4.51
run001,-1256430,16,4.80
run001,-1256472,16,4.80
run001,-1256458,17,5.10
run001,-1255884,18,5.40
run001,-1256276,18,5.40
run001,-1255688,19,5.70
run001,-1255772,19,5.70
run001,-1255828,19,5.70
run001,-1256010,19,5.70
run001,-1255800,20,6.01
run001,-1256052,20,6.01
run001,-1256150,20,6.01
run001,-1256220,20,6.01
run001,-1256388,20,6.01
run001,-1256108,21,6.30
run001,-1256416,21,6.30
run001,-1255674,22,6.61
run001,-1255842,22,6.61
run001,-1255814,23,6.91
run001,-1255870,24,7.20
run001,-1256206,24,7.20
run001,-1256234,24,7.20
run001,-1255730,25,7.50
run001,-1255968,25,7.50
run001,-1256192,26,7.80
run001,-1256318,26,7.80
run001,-1256360,26,7.80
run001,-1256164,27,8.10
run001,-1255646,29,8.70
run001,-1255982,29,8.70
run001,-1256094,29,8.70
run001,-1256122,29,8.70
run001,-1256444,29,8.70
run001,-1255856,30,9.00
run001,-1256248,30,9.00
run001,-1256374,30,9.00
run001,-1255996,31,9.30
run001,-1255926,33,9.90
run001,-1255954,33,9.90
run001,-1256402,34,10.20
run001,-1256304,35,10.50
run001,-1256024,36,10.81
run001,-1256346,38,11.40
run001,-1256262,39,11.70
run001,-1256290,39,11.70
run001,-1255702,42,12.60
run001,-1257276,4,1.20
run001,-1256632,7,2.11
run001,-1256506,12,3.60
run001,-1257164,12,3.60
run001,-1256716,13,3.90
run001,-1256884,13,3.90
run001,-1256660,15,4.50
run001,-1256786,15,4.50
run001,-1257248,15,4.50
run001,-1256828,16,4.80
run001,-1256856,16,4.80
run001,-1256982,16,4.80
run001,-1256996,16,4.80
run001,-1256520,17,5.10
run001,-1256800,17,5.10
run001,-1256898,17,5.10
run001,-1257318,17,5.10
run001,-1256590,18,5.40
run001,-1257080,18,5.40
run001,-1256674,19,5.70
run001,-1257038,19,5.70
run001,-1257010,20,6.00
run001,-1257108,20,6.00
run001,-1256618,21,6.30
run001,-1257066,21,6.30
run001,-1257178,21,6.30
run001,-1256940,22,6.60
run001,-1256912,23,6.90
run001,-1257304,23,6.90
run001,-1256702,24,7.20
run001,-1257234,24,7.20
run001,-1256744,25,7.50
run001,-1257094,25,7.50
run001,-1257192,25,7.50
run001,-1257220,25,7.50
run001,-1257052,26,7.80
run001,-1256548,27,8.11
run001,-1256646,27,8.11
run001,-1256814,28,8.40
run001,-1256968,28,8.40
run001,-1256492,29,8.70
run001,-1257024,29,8.70
run001,-1257150,29,8.70
run001,-1256576,30,9.00
run001,-1256926,30,9.00
run001,-1256954,30,9.00
run001,-1257262,30,9.00
run001,-1257206,31,9.30
run001,-1256534,32,9.60
run001,-1256842,32,9.60
run001,-1256604,33,9.90
run001,-1256562,35,10.51
run001,-1257122,36,10.80
run001,-1256772,39,11.70
run001,-1256730,40,12.00
run001,-1256758,40,12.00
run001,-1256870,41,12.30
run001,-1257290,43,12.90
run001,-1258052,7,2.10
run001,-1257618,10,3.00
run001,-1257842,10,3.00
run001,-1257562,11,3.30
run001,-1257576,12,3.61
run001,-1257646,12,3.61
run001,-1257730,12,3.61
run001,-1257772,12,3.61
run001,-1257366,13,3.91
run001,-1257408,13,3.91
run001,-1257534,13,3.91
run001,-1257716,13,3.91
run001,-1257520,14,4.20
run001,-1257688,14,4.20
run001,-1257786,15,4.51
run001,-1257884,15,4.51
run001,-1257450,16,4.80
run001,-1257422,17,5.10
run001,-1257702,17,5.10
run001,-1257940,17,5.10
run001,-1258038,17,5.10
run001,-1258094,17,5.10
run001,-1257590,18,5.40
run001,-1257632,18,5.40
run001,-1257436,19,5.71
run001,-1257814,19,5.71
run001,-1258150,19,5.71
run001,-1257380,20,6.00
run001,-1257548,20,6.00
run001,-1257982,20,6.00
run001,-1257338,21,6.30
run001,-1257996,21,6.30
run001,-1258108,21,6.30
run001,-1257478,22,6.60
run001,-1257506,22,6.60
run001,-1257954,22,6.60
run001,-1257898,23,6.90
run001,-1258066,23,6.90
run001,-1258164,23,6.90
run001,-1257464,24,7.21
run001,-1257604,24,7.21
run001,-1257744,24,7.21
run001,-1257870,25,7.51
run001,-1257968,25,7.51
run001,-1258024,25,7.51
run001,-1257926,28,8.40
run001,-1258122,28,8.40
run001,-1257800,29,8.70
run001,-1258080,31,9.30
run001,-1258136,32,9.60
run001,-1257856,33,9.90
run001,-1257352,34,10.20
run001,-1257912,35,10.51
run001,-1257660,36,10.80
run001,-1257674,36,10.80
run001,-1257492,39,11.71
run001,-1258010,39,11.71
run001,-1257758,41,12.31
run001,-1257394,50,15.00
run001,-1258646,2,0.60
run001,-1258912,7,2.10
run001,-1258604,8,2.41
run001,-1258716,9,2.70
run001,-1258772,9,2.70
run001,-1258394,10,3.00
run001,-1258660,10,3.00
run001,-1258898,10,3.00
run001,-1258254,11,3.30
run001,-1258828,11,3.30
run001,-1258520,12,3.60
run001,-1258814,12,3.60
run001,-1258758,13,3.90
run001,-1258548,14,4.20
run001,-1258562,14,4.20
run001,-1258674,14,4.20
run001,-1258702,14,4.20
run001,-1258982,14,4.20
run001,-1258996,14,4.20
run001,-1258296,15,4.50
run001,-1258408,15,4.50
run001,-1258506,15,4.50
run001,-1258226,16,4.81
run001,-1258576,16,4.81
run001,-1258590,16,4.81
run001,-1258842,16,4.81
run001,-1258870,16,4.81
run001,-1259010,16,4.81
run001,-1258324,17,5.11
run001,-1258380,17,5.11
run001,-1258436,17,5.11
run001,-1258954,18,5.40
run001,-1258352,19,5.70
run001,-1258212,20,6.01
run001,-1258240,20,6.01
run001,-1258940,20,6.01
run001,-1258534,21,6.30
run001,-1258730,21,6.30
run001,-1258884,21,6.30
run001,-1258744,22,6.60
run001,-1258282,23,6.91
run001,-1258968,24,7.20
run001,-1258632,25,7.50
run001,-1258856,25,7.50
run001,-1258268,26,7.80
run001,-1258338,26,7.80
run001,-1258450,27,8.11
run001,-1258618,27,8.11
run001,-1258786,27,8.11
run001,-1258800,28,8.40
run001,-1258688,29,8.70
run001,-1258310,30,9.00
run001,-1258422,32,9.60
run001,-1258184,33,9.90
run001,-1258366,33,9.90
run001,-1258464,36,10.80
run001,-1258492,37,11.11
run001,-1258198,38,11.41
run001,-1258926,42,12.60
run001,-1259660,2,0.60
run001,-1259156,7,2.10
run001,-1259674,8,2.40
run001,-1259072,9,2.71
run001,-1259100,9,2.71
run001,-1259450,9,2.71
run001,-1259184,11,3.30
run001,-1259366,11,3.30
run001,-1259464,12,3.60
run001,-1259618,12,3.60
run001,-1259128,14,4.21
run001,-1259268,14,4.21
run001,-1259254,15,4.50
run001,-1259604,15,4.50
run001,-1259716,15,4.50
run001,-1259058,16,4.80
run001,-1259744,16,4.80
run001,-1259044,17,5.10
run001,-1259198,17,5.10
run001,-1259478,17,5.10
run001,-1259590,18,5.40
run001,-1259646,18,5.40
run001,-1259282,19,5.70
run001,-1259324,19,5.70
run001,-1259548,19,5.70
run001,-1259856,19,5.70
run001,-1259114,20,6.01
run001,-1259086,21,6.31
run001,-1259688,21,6.31
run001,-1259142,22,6.60
run001,-1259576,22,6.60
run001,-1259632,22,6.60
run001,-1259380,23,6.90
run001,-1259394,23,6.90
run001,-1259786,23,6.90
run001,-1259338,24,7.20
run001,-1259758,24,7.20
run001,-1259170,25,7.50
run001,-1259352,25,7.50
run001,-1259492,25,7.50
run001,-1259814,25,7.50
run001,-1259310,26,7.80
run001,-1259408,26,7.80
run001,-1259506,26,7.80
run001,-1259730,26,7.80
run001,-1259842,26,7.80
run001,-1259422,27,8.10
run001,-1259520,27,8.10
run001,-1259534,27,8.10
run001,-1259212,29,8.71
run001,-1259702,30,9.01
run001,-1259828,30,9.01
run001,-1259562,32,9.60
run001,-1259296,33,9.90
run001,-1259436,34,10.20
run001,-1259226,37,11.10
run001,-1259800,41,12.30
run001,-1259240,43,12.90
run001,-1259030,44,13.20
run001,-1260506,9,2.70
run001,-1260674,9,2.70
run001,-1260450,12,3.61
run001,-1260660,12,3.61
run001,-1259890,13,3.90
run001,-1260030,13,3.90
run001,-1260688,13,3.90
run001,-1260128,14,4.20
run001,-1260324,14,4.20
run001,-1260380,14,4.20
run001,-1260156,15,4.51
run001,-1260170,16,4.80
run001,-1260282,16,4.80
run001,-1259960,17,5.11
run001,-1260058,17,5.11
run001,-1260268,17,5.11
run001,-1259974,18,5.40
run001,-1260240,18,5.40
run001,-1260422,18,5.40
run001,-1260436,18,5.40
run001,-1260464,18,5.40
run001,-1260646,18,5.40
run001,-1260086,19,5.70
run001,-1260212,19,5.70
run001,-1260254,19,5.70
run001,-1260338,19,5.70
run001,-1260576,19,5.70
run001,-1259876,20,6.01
run001,-1260100,20,6.01
run001,-1260296,20,6.01
run001,-1260366,21,6.30
run001,-1260394,21,6.30
run001,-1260492,21,6.30
run001,-1259904,22,6.60
run001,-1260016,22,6.60
run001,-1260114,24,7.20
run001,-1260702,24,7.20
run001,-1259988,26,7.80
run001,-1260072,26,7.80
run001,-1260142,26,7.80
run001,-1260408,27,8.10
run001,-1260548,27,8.10
run001,-1260562,28,8.41
run001,-1260478,30,9.00
run001,-1260002,32,9.60
run001,-1260352,32,9.60
run001,-1260618,32,9.60
run001,-1260198,33,9.90
run001,-1260534,34,10.21
run001,-1260590,34,10.21
run001,-1259918,36,10.80
run001,-1259932,36,10.80
run001,-1260044,36,10.80
run001,-1260604,37,11.10
run001,-1260310,38,11.40
run001,-1260184,40,12.00
run001,-1260632,42,12.60
run001,-1260520,43,12.90
run001,-1260226,44,13.20
run001,-1260778,4,1.20
run001,-1260722,7,2.10
run001,-1261016,8,2.40
run001,-1261044,8,2.40
run001,-1260750,9,2.70
run001,-1261296,9,2.70
run001,-1260736,10,3.00
run001,-1261338,10,3.00
run001,-1261478,10,3.00
run001,-1261142,11,3.31
run001,-1261226,11,3.31
run001,-1260932,12,3.60
run001,-1260946,13,3.90
run001,-1261072,13,3.90
run001,-1261198,13,3.90
run001,-1261212,13,3.90
run001,-1261240,13,3.90
run001,-1260960,14,4.20
run001,-1261086,14,4.20
run001,-1261422,14,4.20
run001,-1260862,15,4.50
run001,-1261184,15,4.50
run001,-1260876,17,5.11
run001,-1261114,17,5.11
run001,-1261366,18,5.40
run001,-1261408,18,5.40
run001,-1260820,19,5.71
run001,-1260834,19,5.71
run001,-1261058,19,5.71
run001,-1261282,19,5.71
run001,-1261548,19,5.71
run001,-1260904,20,6.00
run001,-1261030,20,6.00
run001,-1260792,21,6.30
run001,-1261156,21,6.30
run001,-1261268,22,6.60
run001,-1261534,22,6.60
run001,-1261100,23,6.90
run001,-1261128,23,6.90
run001,-1261506,23,6.90
run001,-1261394,25,7.50
run001,-1261254,26,7.80
run001,-1261464,26,7.80
run001,-1261520,26,7.80
run001,-1261170,28,8.40
run001,-1261352,28,8.40
run001,-1261492,28,8.40
run001,-1261324,31,9.30
run001,-1260848,32,9.60
run001,-1260918,34,10.20
run001,-1260890,35,10.50
run001,-1261436,35,10.50
run001,-1260988,39,11.70
run001,-1260764,41,12.30
run001,-1261380,41,12.30
run001,-1261002,42,12.60
run001,-1260974,45,13.50
run001,-1261310,46,13.80
run001,-1261450,53,15.90
run001,-1261680,7,2.10
run001,-1261974,9,2.70
run001,-1261834,10,3.00
run001,-1262310,11,3.30
run001,-1262198,12,3.60
run001,-1262072,13,3.90
run001,-1262254,13,3.90
run001,-1262380,13,3.90
run001,-1262002,14,4.21
run001,-1262128,14,4.21
run001,-1262156,14,4.21
run001,-1261624,15,4.50
run001,-1261666,15,4.50
run001,-1261988,15,4.50
run001,-1262016,15,4.50
run001,-1262058,15,4.50
run001,-1261932,16,4.80
run001,-1262282,16,4.80
run001,-1262324,16,4.80
run001,-1261722,17,5.10
run001,-1261792,17,5.10
run001,-1261778,18,5.40
run001,-1261652,19,5.70
run001,-1262086,20,6.00
run001,-1262114,20,6.00
run001,-1261708,21,6.30
run001,-1261918,21,6.30
run001,-1262100,21,6.30
run001,-1262142,21,6.30
run001,-1262394,21,6.30
run001,-1261946,22,6.60
run001,-1262044,22,6.60
run001,-1262338,22,6.60
run001,-1261568,24,7.21
run001,-1261764,25,7.50
run001,-1262366,25,7.50
run001,-1261582,26,7.80
run001,-1261638,26,7.80
run001,-1261806,26,7.80
run001,-1262352,26,7.80
run001,-1261876,27,8.10
run001,-1262170,27,8.10
run001,-1262240,27,8.10
run001,-1261820,28,8.41
run001,-1261904,28,8.41
run001,-1261848,29,8.70
run001,-1262030,29,8.70
run001,-1262296,30,9.01
run001,-1262184,31,9.30
run001,-1262212,31,9.30
run001,-1262268,31,9.30
run001,-1261862,32,9.60
run001,-1261960,33,9.91
run001,-1261890,37,11.10
run001,-1261750,39,11.71
run001,-1261596,40,12.00
run001,-1261736,40,12.00
run001,-1262226,40,12.00
run001,-1261694,42,12.61
run001,-1263100,8,2.40
run001,-1263128,9,2.71
run001,-1263198,9,2.71
run001,-1262974,10,3.01
run001,-1263058,10,3.01
run001,-1263156,10,3.01
run001,-1262736,11,3.30
run001,-1263114,11,3.30
run001,-1262722,12,3.60
run001,-1262792,12,3.60
run001,-1262876,12,3.60
run001,-1263002,12,3.60
run001,-1262750,14,4.20
run001,-1262470,15,4.50
run001,-1262890,15,4.50
run001,-1262540,17,5.11
run001,-1262582,17,5.11
run001,-1262666,17,5.11
run001,-1262484,18,5.41
run001,-1262638,18,5.41
run001,-1262680,18,5.41
run001,-1262778,18,5.41
run001,-1263184,18,5.41
run001,-1262526,19,5.70
run001,-1262806,19,5.70
run001,-1262904,20,6.00
run001,-1262428,21,6.31
run001,-1262848,22,6.60
run001,-1263226,22,6.60
run001,-1262988,23,6.91
run001,-1263044,23,6.91
run001,-1262652,24,7.20
run001,-1263212,24,7.20
run001,-1262708,25,7.51
run001,-1263086,25,7.51
run001,-1262414,26,7.81
run001,-1262624,26,7.81
run001,-1263030,26,7.81
run001,-1262834,27,8.11
run001,-1263170,27,8.11
run001,-1262820,28,8.40
run001,-1262694,29,8.70
run001,-1262862,29,8.70
run001,-1262442,30,9.01
run001,-1262932,30,9.01
run001,-1262946,30,9.01
run001,-1262568,31,9.30
run001,-1263240,31,9.30
run001,-1262610,33,9.90
run001,-1263016,33,9.90
run001,-1262456,34,10.21
run001,-1262498,35,10.50
run001,-1262554,36,10.80
run001,-1262596,37,11.10
run001,-1263142,37,11.10
run001,-1262512,38,11.40
run001,-1262764,38,11.40
run001,-1262918,38,11.40
run001,-1263072,41,12.30
run001,-1263582,9,2.71
run001,-1263330,11,3.30
run001,-1263540,11,3.30
run001,-1264002,11,3.30
run001,-1264030,11,3.30
run001,-1263302,12,3.60
run001,-1263344,12,3.60
run001,-1263778,14,4.20
run001,-1263890,14,4.20
run001,-1263918,14,4.20
run001,-1263960,14,4.20
run001,-1264058,14,4.20
run001,-1263596,15,4.50
run001,-1263610,15,4.50
run001,-1263932,15,4.50
run001,-1263484,16,4.80
run001,-1263526,16,4.80
run001,-1263568,16,4.80
run001,-1263848,16,4.80
run001,-1263274,17,5.10
run001,-1263386,17,5.10
run001,-1263624,17,5.10
run001,-1263694,17,5.10
run001,-1264086,17,5.10
run001,-1263260,18,5.41
run001,-1263428,19,5.70
run001,-1263456,19,5.70
run001,-1263498,19,5.70
run001,-1263708,20,6.01
run001,-1263820,20,6.01
run001,-1264016,20,6.01
run001,-1263750,21,6.30
run001,-1263764,21,6.30
run001,-1263792,21,6.30
run001,-1263316,22,6.60
run001,-1263442,22,6.60
run001,-1263652,22,6.60
run001,-1263680,23,6.90
run001,-1263372,24,7.20
run001,-1263400,24,7.20
run001,-1263736,24,7.20
run001,-1263806,24,7.20
run001,-1264072,24,7.20
run001,-1263946,25,7.50
run001,-1263974,25,7.50
run001,-1263512,26,7.80
run001,-1263876,26,7.80
run001,-1263904,26,7.80
run001,-1263988,26,7.80
run001,-1263358,27,8.10
run001,-1263666,28,8.40
run001,-1263414,29,8.70
run001,-1263722,29,8.70
run001,-1263834,29,8.70
run001,-1263554,31,9.30
run001,-1263470,32,9.61
run001,-1263638,37,11.10
run001,-1264044,39,11.70
run001,-1263288,43,12.91
