RunID,AgentID,EvacuationStep,EvacuationTime
run001,-1254304,17,5.10
run001,-1254346,17,5.10
run001,-1254136,18,5.40
run001,-1254514,18,5.40
run001,-1254654,18,5.40
run001,-1254010,19,5.70
run001,-1254052,19,5.70
run001,-1254262,19,5.70
run001,-1254080,20,6.00
run001,-1254612,20,6.00
run001,-1254724,20,6.00
run001,-1253996,21,6.30
run001,-1254738,21,6.30
run001,-1254332,22,6.60
run001,-1254472,22,6.60
run001,-1254528,22,6.60
run001,-1254150,23,6.91
run001,-1254752,23,6.91
run001,-1254388,24,7.20
run001,-1254248,25,7.50
run001,-1254500,26,7.80
run001,-1254164,27,8.10
run001,-1254570,27,8.10
run001,-1254696,27,8.10
run001,-1254766,27,8.10
run001,-1254038,28,8.40
run001,-1254178,28,8.40
run001,-1254374,28,8.40
